EXPENSE_ID,TITLE,AMOUNT,LABEL,COMMENTS,EXPENSE_DATE,CREATED_AT,ATTACHMENT,TYPE,CATEGORY,EXPENSE_NUMBER,UPDATED_AT,STATUS,EXPECTED_PAYMENT_DATE
467,Arbre Facture,89.24,Note Martin,,2025-07-22,2025-07-24,,professional,Formation,EXP-2025-00467,2025-07-24,unpaid,2025-09-11
468,Noire Achat,100.08,Frais remettre,,2025-07-22,2025-07-23,,software,Communication,EXP-2025-00468,2025-08-17,paid,2025-07-28
469,Sommet Dépense,35.72,Frais ton,Et camarade sens honte travail devoir voir.,2025-07-22,2025-07-24,,professional,Matériel informatique,EXP-2025-00469,2025-07-24,paid,2025-08-23
470,Certain Dépense,34.44,Service intention,Déchirer danger toute retenir secours ville derrière.,2025-07-22,2025-07-22,,food,Assurances,EXP-2025-00470,2025-07-22,paid,2025-09-18
471,Fort Facture,43.81,Remboursement Maréchal,,2025-07-22,2025-07-23,,subscription,Maintenance,EXP-2025-00471,2025-07-23,unpaid,2025-07-24
472,Résister Frais,8.66,Facture Mace,Détacher pleurer vide rien chaleur.,2025-07-22,2025-07-23,,office,Frais de représentation,EXP-2025-00472,2025-07-23,paid,2025-09-05
473,Ferme Frais,16.25,Frais chanter,,2025-07-22,2025-07-24,,software,Fournitures bureau,EXP-2025-00473,2025-07-24,paid,2025-07-27
474,Joli Frais,162.96,Note Sainte Hélène,Fin sommeil composer chant.,2025-07-22,2025-07-24,,equipment,Hébergement,EXP-2025-00474,2025-07-24,paid,2025-07-26
475,Étendue Facture,203.56,Remboursement Caron,,2025-07-22,2025-07-23,,subscription,Matériel informatique,EXP-2025-00475,2025-07-23,paid,2025-08-27
476,Bon Achat,44.74,Note ReynaudBourg,Depuis présent reste troisième reposer bout cerveau.,2025-07-22,2025-07-23,,food,Frais bancaires,EXP-2025-00476,2025-07-23,unpaid,2025-08-23
477,Sou Achat,86.6,Remboursement Verdier,,2025-07-22,2025-07-22,,subscription,Assurances,EXP-2025-00477,2025-07-22,paid,2025-07-25
478,Perte Facture,70.04,Frais disparaître,Parler montagne grandir me transformer.,2025-07-22,2025-07-23,,food,Frais bancaires,EXP-2025-00478,2025-07-23,paid,2025-08-21
479,Donc Frais,641.05,Frais installer,Elle désirer troubler jusque offrir détruire chose.,2025-07-22,2025-07-24,,research,Communication,EXP-2025-00479,2025-07-24,unpaid,2025-08-21
480,Nation Achat,133.71,Remboursement Philippe,,2025-07-22,2025-07-22,,research,Frais professionnels,EXP-2025-00480,2025-07-23,paid,2025-09-02
481,Soit Achat,49.29,Remboursement Chevalier,Asseoir chambre prévoir bord devant.,2025-07-22,2025-07-22,,food,Frais de représentation,EXP-2025-00481,2025-07-22,paid,2025-08-26
482,Devenir Achat,25.42,Remboursement Ferrand,Intérêt dormir plan.,2025-07-22,2025-07-24,,software,Frais bancaires,EXP-2025-00482,2025-07-24,paid,2025-08-21
483,Triste Achat,15.1,Remboursement Renault,,2025-07-22,2025-07-24,,travel,Fournitures bureau,EXP-2025-00483,2025-07-24,paid,2025-09-09
484,Classe Frais,64.25,Service vif,,2025-07-22,2025-07-24,,marketing,Transport,EXP-2025-00484,2025-08-12,unpaid,2025-09-06
485,Véritable Frais,29.81,Frais apparaître,Intérêt avant fait bas.,2025-07-22,2025-07-23,,subscription,Services publics,EXP-2025-00485,2025-07-23,paid,2025-08-04
486,Tant Achat,17.5,Achat examiner,,2025-07-22,2025-07-23,,equipment,Fournitures bureau,EXP-2025-00486,2025-07-24,paid,2025-09-15
487,Surveiller Frais,32.55,Remboursement Guillon,,2025-07-22,2025-07-22,,marketing,Marketing,EXP-2025-00487,2025-07-22,paid,2025-08-20
488,Ouvrir Facture,22.98,Facture Merle,,2025-07-22,2025-07-23,,travel,Frais de représentation,EXP-2025-00488,2025-07-23,unpaid,2025-07-31
489,Arme Facture,210.55,Note Verdier-sur-Mer,,2025-07-22,2025-07-23,,food,Matériel informatique,EXP-2025-00489,2025-07-23,unpaid,2025-09-14
490,Route Dépense,110.53,Remboursement Petitjean,,2025-07-22,2025-07-23,,equipment,R&D,EXP-2025-00490,2025-07-23,paid,2025-09-04
491,Garder Dépense,54.25,Service marchand,,2025-07-22,2025-07-22,,research,Fournitures bureau,EXP-2025-00491,2025-08-09,paid,2025-09-05
492,Regarder Dépense,178.39,Frais existence,Chacun appartement été lier face examiner.,2025-07-22,2025-07-24,,office,Transport,EXP-2025-00492,2025-08-22,unpaid,2025-08-11
493,Précis Facture,58.08,Facture Vasseur SARL,,2025-07-22,2025-07-24,,marketing,Maintenance,EXP-2025-00493,2025-07-26,unpaid,2025-07-29
494,Fille Facture,27.41,Achat seuil,Rapide retirer auteur sortir.,2025-07-22,2025-07-22,,maintenance,Transport,EXP-2025-00494,2025-07-22,paid,2025-09-15
495,Échapper Facture,184.66,Note Saint Françoisnec,,2025-07-22,2025-07-24,,equipment,Déplacements,EXP-2025-00495,2025-08-07,paid,2025-09-20
496,Cependant Facture,84.03,Frais revoir,Dame bien haïr tout chant.,2025-07-22,2025-07-23,,marketing,Fournitures bureau,EXP-2025-00496,2025-07-23,paid,2025-08-26
497,Cesser Facture,23.81,Facture Sanchez,Éclairer dont descendre tour militaire arriver médecin.,2025-07-22,2025-07-23,,lodging,Loyer,EXP-2025-00497,2025-07-23,unpaid,2025-08-22
498,Mot Achat,46.89,Remboursement Loiseau,Chat sorte rejeter traîner.,2025-07-22,2025-07-22,,office,Matériel informatique,EXP-2025-00498,2025-07-22,paid,2025-08-10
499,Matière Achat,27.1,Remboursement Bazin,Pourtant tâche tandis que charge extraordinaire maintenant.,2025-07-22,2025-07-22,,other,Restauration,EXP-2025-00499,2025-07-22,paid,2025-08-28
500,Livre Facture,18.06,Note Lecomte-les-Bains,,2025-07-22,2025-07-24,,maintenance,Marketing,EXP-2025-00500,2025-07-24,unpaid,2025-09-01
501,Tôt Frais,114.54,Service serrer,,2025-07-22,2025-07-23,,food,Maintenance,EXP-2025-00501,2025-07-23,paid,2025-07-24
502,Long Dépense,251.52,Achat monde,Humide suite cesse résistance.,2025-07-22,2025-07-22,,food,Frais professionnels,EXP-2025-00502,2025-07-22,paid,2025-09-11
503,Afin de Dépense,17.83,Achat au,,2025-07-22,2025-07-24,,other,Frais bancaires,EXP-2025-00503,2025-08-05,unpaid,2025-07-26
504,Prononcer Facture,85.66,Note Dumont,Oui soumettre léger soudain lire lire peuple joindre.,2025-07-22,2025-07-24,,maintenance,Frais de représentation,EXP-2025-00504,2025-07-24,unpaid,2025-07-28
505,Autrement Achat,32.44,Service ou,,2025-07-22,2025-07-23,,software,Frais bancaires,EXP-2025-00505,2025-07-23,paid,2025-08-24
506,Âgé Frais,36.98,Service rencontre,,2025-07-22,2025-07-23,,food,Fournitures bureau,EXP-2025-00506,2025-07-23,paid,2025-08-27
507,Droite Achat,33.99,Service ce,,2025-07-22,2025-07-24,,other,R&D,EXP-2025-00507,2025-07-27,unpaid,2025-09-14
508,Docteur Dépense,27.35,Facture Pierre Riou S.A.S.,,2025-07-22,2025-07-22,,food,Transport,EXP-2025-00508,2025-07-22,unpaid,2025-09-20
509,Recevoir Frais,56.76,Remboursement Mallet,Plus forêt en doigt si rester.,2025-07-22,2025-07-22,,other,Transport,EXP-2025-00509,2025-07-22,unpaid,2025-09-20
510,Souvenir Frais,28.09,Facture Rivière,Lui profiter médecin saint toi mais.,2025-07-22,2025-07-24,,subscription,Assurances,EXP-2025-00510,2025-07-24,unpaid,2025-08-19
511,Sable Dépense,67.79,Achat fort,Réfléchir aucun sauver type éviter certain espoir.,2025-07-22,2025-07-23,,subscription,Frais bancaires,EXP-2025-00511,2025-07-23,unpaid,2025-08-18
512,Selon Frais,52.45,Achat hôtel,,2025-07-22,2025-07-23,,equipment,R&D,EXP-2025-00512,2025-07-23,paid,2025-09-07
513,Dix Dépense,45.1,Achat toujours,,2025-07-22,2025-07-23,,food,Logiciels,EXP-2025-00513,2025-07-23,paid,2025-08-13
514,Promettre Frais,26.42,Achat éclater,,2025-07-22,2025-07-22,,professional,Restauration,EXP-2025-00514,2025-07-22,paid,2025-08-08
515,Éclairer Frais,34.42,Remboursement Guyon,De parfaitement aile lieu ouvrir.,2025-07-22,2025-07-24,,software,Frais bancaires,EXP-2025-00515,2025-08-06,unpaid,2025-09-20
516,Envoyer Dépense,99.91,Note Dos SantosBourg,,2025-07-22,2025-07-22,,research,Abonnements,EXP-2025-00516,2025-07-22,paid,2025-08-17
517,Ventre Achat,81.51,Frais sang,,2025-07-22,2025-07-22,,lodging,Assurances,EXP-2025-00517,2025-07-22,unpaid,2025-08-21
518,Trois Frais,24.98,Note Mailletboeuf,Mois horizon coup affirmer.,2025-07-22,2025-07-23,,maintenance,R&D,EXP-2025-00518,2025-07-23,paid,2025-08-13
519,Menacer Frais,59.11,Frais regard,Mener rassurer comment imaginer obliger page intérieur.,2025-07-22,2025-07-22,,travel,Abonnements,EXP-2025-00519,2025-07-22,unpaid,2025-08-15
520,Horizon Achat,99.59,Facture Vasseur Joseph SA,École bon user.,2025-07-22,2025-07-24,,marketing,Fournitures bureau,EXP-2025-00520,2025-07-24,paid,2025-09-14
521,Public Dépense,14.36,Facture Leclerc Rossi et Fils,,2025-07-22,2025-07-23,,marketing,Assurances,EXP-2025-00521,2025-07-23,paid,2025-09-06
522,Dessus Facture,84.33,Remboursement Bazin,Soldat quart neuf deux promener visite vieillard.,2025-07-22,2025-07-24,,marketing,Transport,EXP-2025-00522,2025-08-09,unpaid,2025-08-06
523,Autrefois Dépense,32.13,Note Millet,Couche oreille comme.,2025-07-22,2025-07-24,,professional,Maintenance,EXP-2025-00523,2025-07-24,paid,2025-08-07
524,Loup Achat,86.18,Achat absence,Lequel sien delà.,2025-07-22,2025-07-22,,equipment,Assurances,EXP-2025-00524,2025-07-22,paid,2025-08-10
525,Besoin Facture,29.65,Frais surtout,,2025-07-22,2025-07-24,,office,Frais bancaires,EXP-2025-00525,2025-07-24,paid,2025-08-23
526,Sourd Achat,12.89,Remboursement Pottier,Arrière preuve objet poésie pleurer.,2025-07-22,2025-07-23,,subscription,Communication,EXP-2025-00526,2025-08-04,unpaid,2025-09-10
527,Essayer Dépense,14.85,Service preuve,Rire as important.,2025-07-22,2025-07-24,,food,Abonnements,EXP-2025-00527,2025-07-24,paid,2025-08-28
528,Bon Dépense,56.74,Service conscience,Dos faux chambre chat puisque.,2025-07-22,2025-07-24,,maintenance,Transport,EXP-2025-00528,2025-07-24,paid,2025-08-07
529,Plaine Achat,67.21,Achat fils,,2025-07-22,2025-07-23,,lodging,Fournitures bureau,EXP-2025-00529,2025-07-23,paid,2025-07-31
530,Naturellement Frais,26.48,Remboursement Fernandes,,2025-07-22,2025-07-23,,lodging,Communication,EXP-2025-00530,2025-07-23,paid,2025-08-16
531,Comme Achat,91.0,Note Bouvier,,2025-07-22,2025-07-24,,maintenance,Fournitures bureau,EXP-2025-00531,2025-07-24,paid,2025-07-29
532,An Achat,14.45,Remboursement Perrier,Tu consentir air mot rare pour.,2025-07-22,2025-07-24,,subscription,Fournitures bureau,EXP-2025-00532,2025-07-24,paid,2025-07-23
533,Examiner Frais,51.79,Note Sainte Étienne-la-Forêt,Chez question plaine offrir lune delà troubler paraître.,2025-07-22,2025-07-24,,professional,R&D,EXP-2025-00533,2025-07-24,unpaid,2025-07-29
534,État Facture,20.72,Facture Godard S.A.S.,Voie événement remarquer lentement causer.,2025-07-22,2025-07-24,,subscription,Frais professionnels,EXP-2025-00534,2025-07-24,unpaid,2025-08-28
535,Préférer Achat,32.41,Facture Samson,Muet désormais abattre ramasser interroger courir recevoir.,2025-07-22,2025-07-22,,other,Services publics,EXP-2025-00535,2025-07-22,paid,2025-07-31
536,Cependant Frais,56.71,Note Michel-la-Forêt,Fin armer plan pas.,2025-07-22,2025-07-24,,other,Services publics,EXP-2025-00536,2025-07-24,paid,2025-08-18
537,Vers Dépense,27.43,Facture Georges,Intéresser longtemps conversation mort corde haine dehors notre.,2025-07-22,2025-07-22,,professional,Communication,EXP-2025-00537,2025-08-09,paid,2025-09-10
538,Vieux Dépense,40.14,Service appel,État eh souvent banc hésiter ensemble fuir.,2025-07-22,2025-07-24,,professional,Services publics,EXP-2025-00538,2025-07-24,paid,2025-08-21
539,Riche Facture,122.12,Achat mentir,,2025-07-22,2025-07-24,,food,Logiciels,EXP-2025-00539,2025-07-24,paid,2025-09-02
540,Entretenir Frais,34.41,Frais cher,Ni côté vieillard.,2025-07-22,2025-07-24,,professional,Restauration,EXP-2025-00540,2025-07-24,unpaid,2025-09-09
541,Davantage Frais,106.54,Note Deschamps,Lorsque dessus ça tempête chasser.,2025-07-22,2025-07-23,,lodging,Hébergement,EXP-2025-00541,2025-07-23,paid,2025-09-02
542,Écarter Achat,22.11,Facture Traore Leclerc et Fils,Blond petit état troubler voir neuf voix.,2025-07-22,2025-07-23,,lodging,Déplacements,EXP-2025-00542,2025-07-23,paid,2025-08-27
543,Visible Frais,83.42,Remboursement Henry,,2025-07-22,2025-07-22,,maintenance,Logiciels,EXP-2025-00543,2025-07-22,paid,2025-09-05
544,Désespoir Frais,172.99,Service campagne,Ah tout point éviter honte crise fonder.,2025-07-22,2025-07-24,,software,Services publics,EXP-2025-00544,2025-07-24,paid,2025-09-15
545,Volonté Frais,7.56,Service frais,,2025-07-22,2025-07-22,,software,Restauration,EXP-2025-00545,2025-07-22,paid,2025-09-18
546,Toute Achat,28.86,Achat tendre,Souvenir souffrir prochain.,2025-07-22,2025-07-24,,maintenance,Déplacements,EXP-2025-00546,2025-08-09,unpaid,2025-08-01
547,Naturel Frais,86.63,Facture Maillard,Composer bonheur intention gagner pousser coin réponse.,2025-07-22,2025-07-24,,research,Transport,EXP-2025-00547,2025-07-24,paid,2025-09-15
548,Tenir Frais,46.41,Facture Chauvet SA,Revoir convenir fin conclure.,2025-07-22,2025-07-22,,software,Transport,EXP-2025-00548,2025-08-12,paid,2025-07-29
549,Tandis que Dépense,73.47,Facture De Sousa,Intérêt façon ignorer guère dehors choix.,2025-07-22,2025-07-23,,research,Maintenance,EXP-2025-00549,2025-07-23,paid,2025-07-24
550,Consentir Facture,33.68,Frais oiseau,Toute froid pied ce clef seulement.,2025-07-22,2025-07-24,,maintenance,Frais professionnels,EXP-2025-00550,2025-07-24,paid,2025-09-17
551,Arrêter Achat,58.51,Frais liberté,Jeunesse prix couler.,2025-07-22,2025-07-24,,maintenance,Services publics,EXP-2025-00551,2025-08-23,paid,2025-08-02
552,Drôle Facture,48.2,Achat serrer,,2025-07-22,2025-07-24,,research,Communication,EXP-2025-00552,2025-07-24,unpaid,2025-09-15
553,Larme Dépense,138.97,Achat remonter,,2025-07-22,2025-07-23,,travel,Maintenance,EXP-2025-00553,2025-07-26,paid,2025-08-24
554,Véritable Achat,66.92,Achat arrière,,2025-07-22,2025-07-23,,subscription,Hébergement,EXP-2025-00554,2025-07-23,unpaid,2025-09-14
555,Point Frais,71.53,Remboursement Pottier,Continuer pareil trembler leur position.,2025-07-22,2025-07-22,,research,R&D,EXP-2025-00555,2025-07-22,paid,2025-08-26
556,Repas Frais,39.27,Frais fort,,2025-07-22,2025-07-22,,research,Fournitures bureau,EXP-2025-00556,2025-08-07,paid,2025-09-12
557,Pendant Facture,36.96,Facture Duhamel S.A.,,2025-07-22,2025-07-22,,food,Services publics,EXP-2025-00557,2025-07-22,paid,2025-09-04
558,Employer Frais,38.63,Facture Millet Henry S.A.S.,Véritable contenir désert donner plonger verser.,2025-07-22,2025-07-22,,lodging,Marketing,EXP-2025-00558,2025-07-22,paid,2025-08-18
559,Trait Achat,74.86,Remboursement Potier,,2025-07-22,2025-07-24,,lodging,Fournitures bureau,EXP-2025-00559,2025-07-24,unpaid,2025-08-13
560,Traiter Dépense,38.99,Note Millet,,2025-07-22,2025-07-24,,other,Formation,EXP-2025-00560,2025-07-24,unpaid,2025-08-03
561,Quelque Achat,68.84,Remboursement Regnier,,2025-07-22,2025-07-23,,professional,Formation,EXP-2025-00561,2025-07-23,paid,2025-08-14
562,Intelligence Dépense,287.24,Remboursement Paris,,2025-07-22,2025-07-22,,marketing,Formation,EXP-2025-00562,2025-07-22,paid,2025-08-09
563,Devenir Achat,109.61,Remboursement Michaud,,2025-07-22,2025-07-23,,equipment,Loyer,EXP-2025-00563,2025-07-23,paid,2025-08-23
564,Fleur Frais,42.06,Frais puissance,,2025-07-22,2025-07-23,,research,Matériel informatique,EXP-2025-00564,2025-07-23,paid,2025-07-31
565,Chez Dépense,142.73,Achat pain,Corps perte juger observer source.,2025-07-22,2025-07-24,,food,Frais professionnels,EXP-2025-00565,2025-07-24,unpaid,2025-09-05
566,Aller Facture,39.39,Facture Petit Philippe S.A.R.L.,,2025-07-22,2025-07-23,,food,Déplacements,EXP-2025-00566,2025-07-23,paid,2025-09-13
567,Chez Dépense,10.69,Service pareil,Boire ligne public juge autant.,2025-07-22,2025-07-23,,software,Fournitures bureau,EXP-2025-00567,2025-07-28,paid,2025-09-16
568,Nommer Achat,24.37,Remboursement Dijoux,Accrocher chemise cesser capable saison livre grain.,2025-07-22,2025-07-24,,other,Restauration,EXP-2025-00568,2025-07-24,paid,2025-09-09
569,Bientôt Facture,12.22,Remboursement Chauvet,Entier voie circonstance détail tombe mille que vague.,2025-07-22,2025-07-22,,marketing,Marketing,EXP-2025-00569,2025-08-19,paid,2025-08-14
570,Exister Facture,41.21,Achat ton,Apparaître travailler couler sommet accrocher d'autres lequel drôle.,2025-07-22,2025-07-22,,other,Restauration,EXP-2025-00570,2025-07-22,paid,2025-09-07
571,Sûr Facture,55.41,Achat rouge,Événement exiger soleil nombre aller.,2025-07-22,2025-07-23,,other,Loyer,EXP-2025-00571,2025-08-01,paid,2025-08-24
572,Train Dépense,208.75,Frais demande,Certes propos note avec somme semaine.,2025-07-22,2025-07-23,,office,Marketing,EXP-2025-00572,2025-07-23,unpaid,2025-09-02
573,Devant Frais,70.92,Note Sainte Julien-les-Bains,Tempête couler recommencer malade.,2025-07-22,2025-07-23,,maintenance,Transport,EXP-2025-00573,2025-07-23,paid,2025-08-29
574,Chute Achat,45.82,Facture Boulay Lévy S.A.,Livre amener exister effort vision action enfermer.,2025-07-22,2025-07-23,,subscription,Communication,EXP-2025-00574,2025-07-23,paid,2025-08-11
575,Raconter Facture,106.01,Note Langlois,,2025-07-22,2025-07-23,,marketing,Frais professionnels,EXP-2025-00575,2025-07-23,paid,2025-09-19
576,Inutile Dépense,9.31,Achat ancien,Immobile montagne occuper éloigner banc étaler.,2025-07-22,2025-07-23,,other,Communication,EXP-2025-00576,2025-07-23,unpaid,2025-09-02
577,Poète Achat,65.92,Facture Potier S.A.R.L.,Tranquille frapper recueillir demander condamner tromper.,2025-07-22,2025-07-23,,equipment,Logiciels,EXP-2025-00577,2025-08-04,paid,2025-07-29
578,Animer Frais,101.16,Facture Gilles,Embrasser scène passion.,2025-07-22,2025-07-24,,food,Abonnements,EXP-2025-00578,2025-07-24,paid,2025-09-17
579,Couvrir Dépense,16.73,Frais flot,,2025-07-22,2025-07-23,,other,Abonnements,EXP-2025-00579,2025-07-26,paid,2025-08-21
580,Moitié Facture,136.32,Frais plus,,2025-07-22,2025-07-23,,research,Fournitures bureau,EXP-2025-00580,2025-07-30,paid,2025-08-25
581,Avance Facture,71.58,Frais amuser,,2025-07-22,2025-07-23,,software,Frais de représentation,EXP-2025-00581,2025-07-23,paid,2025-08-09
582,Mariage Frais,39.16,Service alors,Noire quart tôt allumer.,2025-07-22,2025-07-23,,marketing,R&D,EXP-2025-00582,2025-07-23,paid,2025-08-25
583,On Facture,90.58,Frais terme,Subir recueillir chair madame nourrir immense mur.,2025-07-22,2025-07-24,,lodging,Déplacements,EXP-2025-00583,2025-07-24,paid,2025-08-25
584,Divers Facture,335.81,Remboursement Durand,Frais par carte étroit.,2025-07-22,2025-07-24,,lodging,Services publics,EXP-2025-00584,2025-07-24,paid,2025-07-26
585,Penser Dépense,63.15,Achat en,Voyager sourire révolution sens.,2025-07-22,2025-07-24,,office,Logiciels,EXP-2025-00585,2025-07-24,paid,2025-09-18
586,Comment Dépense,66.59,Service transformer,,2025-07-22,2025-07-24,,office,Matériel informatique,EXP-2025-00586,2025-07-24,paid,2025-07-31
587,Neuf Achat,37.81,Service quel,,2025-07-22,2025-07-23,,subscription,Frais professionnels,EXP-2025-00587,2025-07-23,unpaid,2025-09-01
588,Commencer Achat,27.66,Achat montagne,Erreur son eau apercevoir matin lèvre sourire cou.,2025-07-22,2025-07-24,,marketing,Frais de représentation,EXP-2025-00588,2025-08-03,paid,2025-08-15
589,Décider Frais,106.09,Remboursement Berthelot,Million nez froid preuve droite.,2025-07-22,2025-07-24,,software,Frais professionnels,EXP-2025-00589,2025-07-28,paid,2025-08-07
590,Avec Frais,27.53,Facture Joly Brun SA,Suivre vision soulever jour service.,2025-07-22,2025-07-23,,subscription,Communication,EXP-2025-00590,2025-07-27,unpaid,2025-08-07
591,Souhaiter Frais,57.82,Note Berger,Résister officier exécuter entrer.,2025-07-22,2025-07-24,,office,Transport,EXP-2025-00591,2025-08-04,unpaid,2025-09-08
592,Lendemain Achat,37.26,Remboursement Barre,Contenir moyen amour sur.,2025-07-22,2025-07-22,,travel,R&D,EXP-2025-00592,2025-07-22,paid,2025-09-12
593,Fils Frais,80.09,Facture Colas,Suivre vide trait ce.,2025-07-22,2025-07-24,,subscription,Formation,EXP-2025-00593,2025-07-24,paid,2025-08-18
594,Épais Dépense,71.3,Note DescampsVille,Vieillard offrir inutile attacher conduire plonger habitant.,2025-07-22,2025-07-22,,marketing,Assurances,EXP-2025-00594,2025-07-22,paid,2025-07-25
